,title,vote_average,vote_count,popularity
1905,Freaky Friday,6.3,64.0,8.977922
1906,The Absent-Minded Professor,6.7,41.0,3.708247
1907,The Apple Dumpling Gang Rides Again,6.3,18.0,1.036492
1908,Babes in Toyland,5.8,18.0,1.365451
1909,Bambi,6.8,1450.0,13.698132000000001
1910,Seven Samurai,8.2,892.0,15.01777
1911,Dangerous Liaisons,7.1,267.0,11.46781
1912,Dune,6.5,576.0,9.261189
1913,The Last Temptation of Christ,7.0,206.0,11.370288
1914,The Godfather: Part III,7.1,1589.0,17.185349
1915,The Rapture,6.4,15.0,8.319631
1916,Lolita,7.0,288.0,10.618141
1917,Disturbing Behavior,5.5,104.0,11.054751
1918,Jane Austen's Mafia!,5.4,52.0,6.046893
1919,Saving Private Ryan,7.9,5148.0,21.758054
1920,Billy's Hollywood Screen Kiss,5.2,11.0,3.993327
1921,East Palace West Palace,8.3,3.0,1.108362
1922,The Million Dollar Duck,5.7,13.0,0.808654
1923,The Barefoot Executive,5.2,10.0,0.914294
1924,The Black Cauldron,6.5,228.0,9.806685
1925,The Black Hole,6.1,132.0,7.499388000000001
1926,Blackbeard's Ghost,6.9,42.0,2.895685
1927,Blank Check,5.1,87.0,12.960346000000001
1928,Candleshoe,7.0,28.0,2.69658
1929,The Cat from Outer Space,5.6,27.0,2.889806
1930,Cheetah,5.9,10.0,0.011574
1931,The Computer Wore Tennis Shoes,5.8,28.0,4.044429
1932,Condorman,5.6,37.0,3.327697
1933,D2: The Mighty Ducks,5.8,135.0,11.117131
1934,Darby O'Gill and the Little People,6.7,35.0,3.276605
1935,The Devil and Max Devlin,6.3,6.0,0.537292
1936,A Far Off Place,6.3,15.0,9.040158
1937,Flight of the Navigator,6.9,227.0,5.526865
1938,The Gnome-Mobile,5.8,23.0,1.479408
1939,The Great Mouse Detective,6.9,334.0,11.183924000000001
1940,The Happiest Millionaire,5.8,8.0,3.3952769999999997
1941,Herbie Goes Bananas,5.3,48.0,3.13734
1942,Herbie Goes To Monte Carlo,5.9,65.0,4.705091
1943,Hocus Pocus,6.5,491.0,10.390708
1944,Honey I Blew Up the Kid,4.8,272.0,12.337898
1945,"Honey, I Shrunk the Kids",6.1,756.0,12.358786
1946,Hot Lead & Cold Feet,5.7,11.0,1.366163
1947,In Search of the Castaways,6.2,20.0,2.679615
1948,The Incredible Journey,6.3,22.0,1.7915869999999998
1949,The Negotiator,6.8,593.0,7.6550199999999995
1950,The Parent Trap,6.8,768.0,7.768828
1951,BASEketball,5.9,150.0,10.107453999999999
1952,Full Tilt Boogie,7.0,19.0,11.009822
1953,The Governess,6.8,8.0,0.666802
1954,Seventh Heaven,4.7,3.0,0.431005
1955,Roger & Me,7.4,92.0,4.877008999999999
1956,The Purple Rose of Cairo,7.3,206.0,6.133697
1957,Out of the Past,7.6,111.0,5.34379
1958,Doctor Zhivago,7.4,252.0,8.489499
1959,Fanny & Alexander,7.3,138.0,5.472430999999999
1960,The Trip to Bountiful,7.3,12.0,1.2106270000000001
1961,Tender Mercies,6.1,22.0,1.160488
1962,And the Band Played On,5.8,24.0,2.643288
1963,The 'Burbs,6.6,312.0,7.889227
1964,Fandango,6.6,39.0,11.350645
1965,The Night Porter,6.6,53.0,4.266305
1966,Mephisto,7.1,33.0,5.663598
1967,Blue Velvet,7.7,758.0,7.8822470000000004
1968,The Journey of Natty Gann,6.4,27.0,1.29288
1969,The Jungle Book,7.1,1791.0,22.845448
1970,Kidnapped,6.4,6.0,2.532177
1971,Lady and the Tramp,6.9,1241.0,12.994387
1972,The Little Mermaid,7.2,1921.0,17.496832
1973,The Mighty Ducks,6.4,203.0,6.113646
1974,The Muppet Christmas Carol,7.2,217.0,14.630571
1975,Newsies,6.2,66.0,4.0956019999999995
1976,One Hundred and One Dalmatians,6.8,1643.0,15.727519000000001
1977,One Magic Christmas,5.7,15.0,11.890036
1978,Peter Pan,7.0,1380.0,16.861532999999998
1979,Popeye,5.3,157.0,9.126161999999999
1980,The Rescuers Down Under,6.6,303.0,1.562471
1981,The Rescuers,6.7,609.0,11.32442
1982,Return from Witch Mountain,5.6,38.0,3.936986
1983,The Return of Jafar,5.7,447.0,12.099799
1984,Return to Oz,6.6,122.0,6.523262
1985,The Rocketeer,6.3,265.0,10.536644
1986,The Shaggy D.A.,5.4,15.0,1.48253
1987,Sleeping Beauty,6.8,1332.0,14.276169
1988,Something Wicked This Way Comes,6.6,38.0,3.9858190000000002
1989,Son of Flubber,6.7,16.0,2.545544
1990,Song of the South,6.9,69.0,4.045635
1991,Splash,6.1,328.0,8.441602
1992,Squanto: A Warrior's Tale,6.1,7.0,1.9350060000000002
1993,Steamboat Willie,7.4,76.0,3.394625
1994,Tall Tale,6.6,15.0,1.283015
1995,Tex,5.9,9.0,5.5401169999999995
1996,Tron,6.6,717.0,16.574021
1997,Swing Kids,6.7,63.0,4.379054
1998,Halloween: H20,5.7,306.0,8.619067999999999
1999,L.A. Story,6.4,88.0,7.775188000000001
2000,The Jerk,7.0,272.0,5.873021
2001,Dead Men Don't Wear Plaid,6.5,104.0,5.515136
2002,The Man with Two Brains,6.2,131.0,12.157229
2003,Grand Canyon,6.8,51.0,4.422985
2004,Graveyard Shift,4.5,52.0,4.668541
2005,The Outsiders,6.9,293.0,6.435926
2006,Indiana Jones and the Temple of Doom,7.1,2841.0,15.802306
2007,The Lord of the Rings,6.1,187.0,7.914795
2008,Nineteen Eighty-Four,6.8,311.0,11.513066
2009,The Dead Zone,6.9,320.0,11.194448
2010,Maximum Overdrive,5.5,170.0,6.614078
2011,Needful Things,5.9,136.0,10.560238
2012,Cujo,5.7,194.0,7.065625999999999
2013,Children of the Corn,5.6,243.0,11.846960000000001
2014,All Dogs Go to Heaven,6.3,244.0,7.068389
2015,The Addams Family,6.7,871.0,12.962525
2016,Ever After: A Cinderella Story,6.8,408.0,13.309701
2017,Snake Eyes,5.8,331.0,11.604533
2018,"First Love, Last Rites",3.0,1.0,0.546143
2019,Safe Men,6.3,17.0,3.3837040000000003
2020,The Saltmen of Tibet,6.5,3.0,0.11356500000000001
2021,Atlantic City,6.7,58.0,3.8351879999999996
2022,Autumn Sonata,7.8,83.0,4.850503
2023,Who's Afraid of Virginia Woolf?,7.8,199.0,5.564294
2024,Adventures in Babysitting,6.6,169.0,7.230508
2025,Weird Science,6.4,375.0,11.104542
2026,Doctor Dolittle,6.0,42.0,3.896319
2027,The Nutty Professor,6.6,90.0,6.36551
2028,Charlotte's Web,6.2,100.0,7.574372
2029,Watership Down,7.3,159.0,5.602126
2030,The Secret of NIMH,7.5,186.0,10.812275
2031,The Dark Crystal,7.3,233.0,13.524001
2032,An American Tail,6.6,344.0,11.928545
2033,An American Tail: Fievel Goes West,6.2,180.0,8.800701
2034,Legend,6.2,282.0,10.932786
2035,Sixteen Candles,6.9,455.0,6.683723
2036,Pretty in Pink,6.6,313.0,8.568378
2037,St. Elmo's Fire,6.0,133.0,9.116245
2038,The Clan of the Cave Bear,4.7,28.0,10.750748
2039,House,5.8,144.0,13.208901999999998
2040,House II: The Second Story,5.0,66.0,13.416333999999999
2041,The Gods Must Be Crazy,7.1,251.0,10.973482
2042,The Gods Must Be Crazy II,6.5,91.0,4.993561
2043,Air Bud: Golden Receiver,4.6,41.0,3.576604
2044,The Avengers,4.4,205.0,9.562953
2045,How Stella Got Her Groove Back,6.0,24.0,3.645263
2046,Slums of Beverly Hills,6.5,45.0,5.913162000000001
2047,The Best Man,0.0,0.0,0.11441099999999998
2048,The Chambermaid on the Titanic,5.3,3.0,0.40639699999999995
2049,"Henry II, Portrait of a Serial Killer",5.8,5.0,1.5972469999999999
2050,Henry: Portrait of a Serial Killer,6.8,142.0,10.072668
2051,Rosemary's Baby,7.5,892.0,11.504558
2052,The NeverEnding Story,7.0,1031.0,14.225919000000001
2053,The Neverending Story II: The Next Chapter,5.5,193.0,6.658994
2054,Attack of the Killer Tomatoes!,4.7,74.0,3.625313
2055,Surf Nazis Must Die,3.5,21.0,1.7889130000000002
2056,Your Friends & Neighbors,5.9,17.0,1.5647739999999999
2057,Return to Paradise,6.5,40.0,4.8314580000000005
2058,Blade,6.5,1950.0,15.043454
2059,Dance with Me,5.6,24.0,7.894516
2060,Dead Man on Campus,5.6,49.0,9.183342999999999
2061,Wrongfully Accused,5.7,91.0,9.852635000000001
2062,Next Stop Wonderland,6.0,21.0,0.7980149999999999
2063,All I Wanna Do,6.4,23.0,1.9839330000000002
2064,The Navigator: A Medieval Odyssey,6.3,20.0,1.478701
2065,Beetlejuice,7.1,1475.0,10.627364
2066,Déjà Vu,8.0,1.0,0.438882
2067,Rope,7.8,539.0,7.248676
2068,Family Plot,6.7,86.0,4.845776
2069,Frenzy,7.2,162.0,5.316387000000001
2070,Topaz,6.1,78.0,5.757907
2071,Torn Curtain,6.4,120.0,6.243248
2072,Marnie,7.2,233.0,6.4090940000000005
2073,The Wrong Man,6.9,105.0,8.56081
2074,The Man Who Knew Too Much,7.3,276.0,12.547763
2075,The Trouble with Harry,6.9,152.0,6.486117
2076,I Confess,7.0,82.0,10.424982
2077,Strangers on a Train,7.6,379.0,15.417729999999999
2078,Stage Fright,6.8,61.0,4.329397
2079,54,5.5,138.0,8.736869
2080,I Married a Strange Person!,7.5,12.0,0.817002
2081,Why Do Fools Fall In Love,6.4,12.0,0.8974129999999999
2082,Keep the Aspidistra Flying,6.3,3.0,0.6910609999999999
2083,See the Sea,7.4,7.0,0.892546
2084,Willow,6.9,484.0,9.918312
2085,The Untouchables,7.6,1424.0,11.062203
2086,Dirty Work,6.5,66.0,7.061315
2087,Knock Off,4.7,65.0,5.2137139999999995
2088,Firelight,7.0,15.0,5.57396
2089,Modulations,8.5,2.0,0.100482
2090,Phoenix,5.2,14.0,1.6438990000000002
2091,Under Capricorn,6.1,27.0,2.972892
2092,The Paradine Case,6.3,42.0,3.983539
2093,Lifeboat,7.3,112.0,7.773353999999999
2094,Shadow of a Doubt,7.5,219.0,8.007141
2095,Saboteur,6.8,91.0,4.9118260000000005
2096,Mr. & Mrs. Smith,5.7,36.0,2.761605
2097,Suspicion,7.1,140.0,5.660476
2098,Jamaica Inn,5.6,43.0,3.876608
2099,The Lady Vanishes,7.5,183.0,6.078088
2100,Young and Innocent,6.8,42.0,3.8248839999999995
2101,Sabotage,6.7,60.0,6.514753
2102,Secret Agent,6.7,36.0,4.1199069999999995
2103,The Man Who Knew Too Much,6.4,73.0,7.294135000000001
2104,Waltzes from Vienna,4.8,11.0,0.751957
2105,Number Seventeen,5.3,19.0,1.962002
2106,Rich and Strange,5.5,16.0,1.5810629999999999
2107,The Skin Game,4.9,15.0,1.775534
2108,Elstree Calling,3.8,2.0,1.453276
2109,Juno and the Paycock,5.1,11.0,1.7837759999999998
2110,Murder!,6.3,19.0,1.988389
2111,The Manxman,5.4,13.0,1.6805450000000002
2112,Blackmail,6.8,45.0,3.956703
2113,Champagne,5.6,13.0,0.560815
2114,The Farmer's Wife,10.0,1.0,0.211754
2115,Downhill,6.3,11.0,1.646779
2116,Easy Virtue,5.4,15.0,0.957802
2117,The Ring,6.1,16.0,1.986461
2118,The Lodger: A Story of the London Fog,7.2,49.0,9.299853
2119,The Pleasure Garden,5.7,10.0,0.753073
2120,Rounders,6.9,451.0,8.783453999999999
2121,Cube,6.9,1101.0,12.095263000000001
2122,Digging to China,6.5,10.0,1.486062
2123,Let's Talk About Sex,0.0,0.0,0.028316
2124,One Man's Hero,9.3,2.0,0.996778
2125,Simon Birch,6.5,52.0,2.651408
2126,Without Limits,6.4,20.0,3.643468
2127,Seven Beauties,8.8,10.0,1.356974
2128,Swept Away,7.4,36.0,1.614531
2129,My Bodyguard,6.2,31.0,2.48642
2130,Class,5.8,38.0,3.169554
2131,"Grandview, U.S.A.",5.8,7.0,8.143655
2132,Broadcast News,6.8,101.0,8.627019
2133,The Allnighter,4.3,4.0,0.612445
2134,Working Girl,6.5,242.0,8.318954
2135,Stars & Bars,5.3,2.0,0.40317
2136,Married to the Mob,5.8,67.0,5.611184
2137,Say Anything...,7.2,244.0,6.953646000000001
2138,My Blue Heaven,6.0,72.0,5.4516230000000006
2139,Men Don't Leave,6.6,10.0,0.7280369999999999
2140,The Cabinet of Dr. Ramirez,0.0,0.0,0.0375
2141,Hero,6.3,100.0,5.584089
2142,Toys,5.0,173.0,5.923774
2143,Choices,0.0,0.0,0.304363
2144,Young Doctors in Love,5.2,13.0,1.7688540000000001
2145,Parasite,5.1,8.0,0.577976
2146,No Small Affair,5.4,13.0,8.895355
2147,Blame It on Rio,5.9,49.0,7.643886
2148,Wisdom,5.9,15.0,1.710851
2149,One Crazy Summer,6.4,54.0,4.66789
2150,About Last Night...,5.6,51.0,2.769589
2151,The Seventh Sign,5.9,79.0,4.720395
2152,We're No Angels,5.6,106.0,14.348459
2153,Nothing but Trouble,5.0,88.0,10.39662
2154,The Butcher's Wife,5.6,35.0,6.825983
2155,Mortal Thoughts,5.3,43.0,5.1337779999999995
2156,A Few Good Men,7.1,899.0,12.330249
2157,Indecent Proposal,5.8,300.0,7.118123
2158,Permanent Midnight,6.0,32.0,3.357962
2159,One True Thing,6.2,27.0,2.5863549999999997
2160,Rush Hour,6.8,1254.0,11.840557
2161,Lilian's Story,6.0,2.0,0.964894
2162,Six-String Samurai,5.8,36.0,2.740989
2163,A Soldier's Daughter Never Cries,7.0,5.0,0.8569100000000001
2164,Somewhere in the City,0.0,0.0,0.00765
2165,Ronin,6.8,670.0,9.672094
2166,Urban Legend,5.6,293.0,6.0814010000000005
2167,Clay Pigeons,6.3,39.0,6.108589
2168,Monument Ave.,6.3,8.0,2.2582880000000003
2169,Pecker,6.0,52.0,2.348919
2170,The Sheltering Sky,6.4,51.0,13.798247
2171,Bandit Queen,7.1,11.0,0.9767979999999999
2172,If....,7.2,80.0,12.083475
2173,The Fiendish Plot of Dr. Fu Manchu,4.4,12.0,0.886041
2174,Them!,6.8,111.0,9.222871000000001
2175,The Thing,7.8,1629.0,16.83125
2176,The Player,6.9,169.0,6.230854
2177,Stardust Memories,6.9,96.0,5.7205379999999995
2178,Edward Scissorhands,7.5,3731.0,17.612244
2179,Overnight Delivery,5.8,24.0,2.305829
2180,Shadrach,6.6,4.0,0.5322939999999999
2181,Antz,6.0,1320.0,16.025625
2182,The Impostors,6.0,18.0,2.533982
2183,A Night at the Roxbury,5.9,202.0,12.480685000000001
2184,What Dreams May Come,6.8,596.0,11.218378
2185,Strangeland,4.7,36.0,2.31478
2186,The Battle of the Sexes,7.2,7.0,0.586584
2187,The Producers,7.3,177.0,7.433783999999999
2188,History of the World: Part I,6.5,205.0,9.270491999999999
2189,My Cousin Vinny,7.3,393.0,7.922216000000001
2190,Nashville,7.2,79.0,9.042678
2191,Love Is the Devil: Study for a Portrait of Francis Bacon,6.7,19.0,1.3541020000000001
2192,Slam,6.7,7.0,0.555304
2193,Holy Man,4.9,113.0,5.403617
2194,One Tough Cop,3.0,3.0,1.082
2195,Detroit 9000,6.0,10.0,0.37055
2196,The Inheritors,6.6,7.0,0.639285
2197,The Mighty,7.1,51.0,6.78844
2198,2010,6.6,290.0,7.482864999999999
2199,Children of a Lesser God,6.9,72.0,8.503064
2200,The Elephant Man,7.9,740.0,8.405672000000001
2201,Beloved,5.9,26.0,1.557283
2202,Bride of Chucky,5.5,366.0,13.018491000000001
2203,Practical Magic,6.3,348.0,7.757795
2204,The Alarmist,3.3,3.0,0.41735
2205,Happiness,7.4,197.0,5.493697
2206,Reach The Rock,7.5,3.0,0.158503
2207,Apt Pupil,6.2,168.0,15.352714
2208,Pleasantville,7.1,498.0,11.0874
2209,Soldier,6.1,226.0,7.970031
2210,The Cruise,7.8,8.0,0.8029310000000001
2211,Life Is Beautiful,8.3,3643.0,39.39497
2212,Orgazmo,6.2,116.0,5.919725
2213,Shattered Image,0.0,0.0,0.050217000000000005
2214,Tales from the Darkside: The Movie,5.8,92.0,5.732016000000001
2215,Vampires,5.8,262.0,13.318722
2216,American History X,8.2,3120.0,18.157166
2217,Hands on a Hard Body: The Documentary,8.7,6.0,0.495079
2218,Living Out Loud,5.4,12.0,1.575026
2219,Belly,6.1,42.0,3.4365349999999997
2220,Gods and Monsters,6.8,82.0,6.7880210000000005
2221,The Siege,6.1,361.0,9.019114
2222,The Waterboy,5.9,521.0,9.461822999999999
2223,Elizabeth,7.2,346.0,7.566321
2224,Velvet Goldmine,6.9,119.0,16.5293
2225,I Still Know What You Did Last Summer,5.1,381.0,11.023042
2226,I'll Be Home for Christmas,5.2,65.0,3.366048
2227,Meet Joe Black,6.9,1174.0,14.026744
2228,Dancing at Lughnasa,6.0,10.0,1.157399
2229,Hard Core Logo,6.4,8.0,0.88051
2230,The Naked Man,6.0,3.0,0.9425620000000001
2231,Runaway Train,7.0,129.0,15.236541
2232,Desert Bloom,4.9,8.0,1.229428
2233,The Stepford Wives,6.7,79.0,3.94547
2234,The Pope of Greenwich Village,6.4,40.0,4.652503
2235,Sid & Nancy,7.0,106.0,5.681582
2236,Mona Lisa,6.7,62.0,3.095584
2237,Heart Condition,5.1,25.0,5.531486
2238,Nights of Cabiria,7.9,122.0,6.587353
2239,The Big Chill,6.8,124.0,11.620391999999999
2240,Enemy of the State,6.7,1266.0,12.978750999999999
2241,The Rugrats Movie,5.8,149.0,5.1543730000000005
2242,A Bug's Life,6.8,2379.0,16.869208999999998
2243,Celebrity,6.0,113.0,5.704352
2244,Central Station,7.6,132.0,4.919716
2245,Savior,7.1,29.0,3.699017
2246,Waking Ned,7.4,58.0,4.502687
2247,The Celebration,7.7,213.0,6.064954
2248,Pink Flamingos,6.2,111.0,5.738871
2249,Glen or Glenda,4.6,32.0,1.7508150000000002
2250,Godzilla,6.9,194.0,13.153272
2251,Godzilla 1985,6.7,34.0,2.894009
2252,King Kong vs. Godzilla,6.0,48.0,2.894775
2253,King Kong,7.7,346.0,8.73274
2254,King Kong,5.9,179.0,5.810716
2255,King Kong Lives,4.6,29.0,2.663294
2256,Desperately Seeking Susan,6.0,99.0,8.679349
2257,The Emerald Forest,7.0,64.0,19.520733
2258,Fletch,6.8,210.0,6.0404860000000005
2259,Fletch Lives,5.8,98.0,10.357224
2260,Red Sonja,5.0,211.0,10.014248
2261,Gung Ho,6.2,47.0,6.853782000000001
2262,The Money Pit,6.2,288.0,7.054864
2263,A View to a Kill,6.0,515.0,12.840798
2264,Lifeforce,6.2,136.0,13.561368
2265,Police Academy,6.5,614.0,8.354488
2266,Police Academy 2: Their First Assignment,5.6,349.0,9.021668
2267,Police Academy 3: Back in Training,5.5,259.0,7.10005
2268,Police Academy 4: Citizens on Patrol,4.9,261.0,5.952392
2269,Police Academy 5: Assignment Miami Beach,4.7,195.0,10.278957
2270,Police Academy 6: City Under Siege,4.7,183.0,5.612379
2271,Babe: Pig in the City,5.3,312.0,6.229629
2272,Home Fries,4.8,32.0,2.3128439999999997
2273,Ringmaster,3.8,13.0,0.556435
2274,Very Bad Things,6.2,182.0,10.432293
2275,Steam: The Turkish Bath,6.4,24.0,1.74817
2276,Psycho,4.8,233.0,6.715897999999999
2277,Little Voice,6.6,62.0,7.214017
2278,A Simple Plan,6.9,191.0,5.765416
2279,Jack Frost,5.5,254.0,7.372419
2280,Star Trek: Insurrection,6.3,402.0,9.538877000000001
2281,The Prince of Egypt,6.9,847.0,11.898185
2282,Rushmore,7.5,688.0,5.997054
2283,Shakespeare in Love,6.8,831.0,13.813154999999998
2284,Mass Appeal,7.5,3.0,0.582317
2285,Miracle on 34th Street,7.4,139.0,5.114032
2286,Santa Claus: The Movie,6.1,58.0,11.690532000000001
2287,Prancer,5.7,17.0,1.9123240000000001
2288,Pale Rider,7.0,255.0,9.385078
2289,Rambo: First Blood Part II,6.3,884.0,11.924462
2290,First Blood,7.2,1523.0,14.778884
2291,Rambo III,5.7,703.0,11.624866
2292,The Jewel of the Nile,6.0,289.0,10.571841000000001
2293,Romancing the Stone,6.6,477.0,6.827192999999999
2294,Cocoon,6.5,329.0,5.773276999999999
2295,Cocoon: The Return,5.4,103.0,12.167264999999999
2296,Rocky II,6.9,948.0,11.789813
2297,Rocky III,6.6,894.0,11.673366
2298,Rocky IV,6.6,984.0,10.25721
2299,Rocky V,5.3,688.0,14.007329
2300,Clue,7.1,377.0,7.720008999999999
2301,Young Sherlock Holmes,6.7,172.0,5.2034519999999995
2302,Violets Are Blue,2.5,2.0,0.8968780000000001
2303,Back to School,6.4,113.0,6.669878999999999
2304,Heartburn,5.9,48.0,16.071191
2305,Nothing in Common,6.1,30.0,8.750517
2306,Extremities,6.0,13.0,10.273978999999999
2307,The Karate Kid,6.9,913.0,7.644989999999999
2308,"The Karate Kid, Part II",5.9,457.0,9.231318
2309,"The Karate Kid, Part III",5.5,311.0,6.441664
2310,National Lampoon's Christmas Vacation,7.1,668.0,9.802574
2311,You've Got Mail,6.3,859.0,10.237996
2312,The General,6.5,24.0,2.21138
2313,The Theory of Flight,6.0,7.0,0.8369110000000001
2314,The Thin Red Line,7.2,793.0,9.783966
2315,The Faculty,6.2,500.0,13.462253
2316,Mighty Joe Young,5.9,208.0,6.939576
2317,Mighty Joe Young,6.7,25.0,2.812461
2318,Patch Adams,7.0,863.0,12.52181
2319,Stepmom,6.9,286.0,7.17892
2320,A Civil Action,6.1,113.0,9.353499000000001
2321,Down in the Delta,6.4,5.0,0.670559
2322,Hurlyburly,5.6,22.0,7.352492999999999
2323,Tea with Mussolini,5.8,32.0,3.094893
2324,Wilde,6.7,62.0,3.8957349999999997
2325,Outside Ozona,6.0,2.0,1.28977
2326,Affliction,5.8,56.0,4.409590000000001
2327,Another Day in Paradise,6.4,38.0,2.58581
2328,The Hi-Lo Country,4.7,9.0,6.971267999999999
2329,Hilary and Jackie,6.5,23.0,6.387601999999999
2330,Playing by Heart,6.6,49.0,3.010088
2331,24 7: Twenty Four Seven,6.3,10.0,0.47735600000000006
2332,At First Sight,5.9,49.0,7.638813000000001
2333,In Dreams,5.4,45.0,6.028168
2334,Varsity Blues,6.0,126.0,9.162643
2335,Virus,5.0,151.0,7.116536999999999
2336,The Garbage Pail Kids Movie,3.0,20.0,3.47192
2337,Howard the Duck,5.1,227.0,10.722672
2338,The Gate,5.9,107.0,4.742709
2339,The Gate II: Trespassers,5.3,16.0,1.214091
2340,The Boy Who Could Fly,6.0,36.0,3.791972
2341,The Fly,6.9,129.0,8.407369000000001
2342,The Fly,7.1,1038.0,13.534589000000002
2343,The Fly II,5.2,159.0,9.207436
2344,Running Scared,6.4,58.0,4.8194669999999995
2345,Armed and Dangerous,5.3,46.0,5.037671
2346,The Texas Chain Saw Massacre,7.1,617.0,15.526413
2347,The Texas Chainsaw Massacre 2,5.8,142.0,9.501011
2348,Leatherface: Texas Chainsaw Massacre III,5.1,75.0,5.7990699999999995
2349,Texas Chainsaw Massacre: The Next Generation,3.9,96.0,6.854576
2350,Ruthless People,6.7,104.0,7.427491000000001
2351,Trick or Treat,5.6,40.0,2.612214
2352,Deadly Friend,5.9,57.0,5.012318
2353,Belizaire the Cajun,5.0,1.0,0.063442
2354,The Name of the Rose,7.2,739.0,11.469750999999999
2355,Jumpin' Jack Flash,5.9,86.0,4.477284
2356,Peggy Sue Got Married,5.9,138.0,7.471655
2357,Crocodile Dundee,6.3,512.0,7.791212
2358,Crocodile Dundee II,5.5,310.0,8.948564999999999
2359,Tough Guys,5.7,41.0,2.86084
2360,Soul Man,5.4,42.0,3.589199
2361,The Color of Money,6.7,297.0,11.613655
2362,52 Pick-Up,5.8,23.0,15.921964000000001
2363,Heartbreak Ridge,6.5,270.0,7.390012
2364,Firewalker,5.0,48.0,3.1508990000000003
2365,¡Three Amigos!,6.3,287.0,6.377624
2366,Gloria,5.5,13.0,1.807605
2367,Dry Cleaning,4.7,5.0,1.018341
2368,My Name Is Joe,7.1,29.0,1.878973
2369,Still Crazy,7.1,35.0,11.089962
2370,The Day of the Beast,6.9,106.0,5.759423
2371,Tinseltown,5.0,1.0,0.036470999999999996
2372,She's All That,5.7,425.0,7.0649820000000005
2373,The 24 Hour Woman,2.0,1.0,1.403627
2374,"Blood, Guts, Bullets and Octane",6.0,3.0,0.137676
2375,Peeping Tom,7.6,148.0,7.2295869999999995
2376,Spanish Fly,0.0,0.0,0.12732000000000002
2377,Payback,6.7,557.0,9.112008
2378,Simply Irresistible,5.5,52.0,6.053045
2379,20 Dates,3.7,3.0,0.759793
2380,Comedian Harmonists,6.7,13.0,0.799079
2381,The Last Days,7.7,10.0,1.380947
2382,Fantastic Planet,7.6,140.0,6.305008
2383,Blast from the Past,6.3,247.0,8.355977000000001
2384,Message in a Bottle,5.9,198.0,5.101392
2385,My Favorite Martian,5.1,81.0,12.651019999999999
2386,"God Said, 'Ha!'",8.0,1.0,0.054591999999999995
2387,Jawbreaker,5.9,93.0,7.4347970000000005
2388,October Sky,7.4,259.0,6.652528
2389,Office Space,7.4,1068.0,12.329066000000001
2390,The Apple,7.3,14.0,0.561987
2391,200 Cigarettes,6.1,44.0,3.227046
2392,8MM,6.1,479.0,7.473717999999999
2393,The Other Sister,6.0,35.0,3.8164910000000005
2394,Breakfast of Champions,5.2,28.0,2.421573
2395,The Breaks,5.2,3.0,0.167229
2396,Eight Days a Week,6.0,11.0,4.515523
2397,Just the Ticket,5.8,8.0,1.1657520000000001
2398,The Long Goodbye,7.3,112.0,7.2040169999999994
2399,The Ballad of Narayama,7.1,32.0,1.9258389999999999
2400,Pet Sematary,6.4,417.0,8.365761000000001
2401,Pet Sematary II,5.0,107.0,6.8234449999999995
2402,Children of the Corn II: The Final Sacrifice,4.5,50.0,8.357875
2403,Children of the Corn III: Urban Harvest,4.7,50.0,4.411511
2404,Christine,6.5,392.0,7.106757000000001
2405,Night Shift,5.9,46.0,4.535207
2406,House on Haunted Hill,6.9,102.0,5.738218
2407,Airport,6.2,89.0,7.873017999999999
2408,Airport 1975,5.5,79.0,8.480501
2409,Airport '77,5.8,69.0,9.394776
2410,Rollercoaster,5.4,33.0,3.494417
